Arrival Rate;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T50 Queue;T50 Queue ConfInt;T50 Service;T50 Service ConfInt;T50 System;T50 System ConfInt;T50 Waiting;T50 Waiting ConfInt;T50 Throughput;T50 Throughput ConfInt;T50 RespTime;T50 RespTime ConfInt;T50 Stability Check;Wasted Servers;Wasted Servers ConfInt;Utilisation;Utilisation ConfInt;Queue Total;Queue Total ConfInt;WaitTime Total;WaitTime Total ConfInt;RespTime Total;RespTime Total ConfInt;FIFO Violations;FIFO Violations ConfInt;Run Duration;Run Duration ConfInt;
0.0001;0;[0, 0];1.99994e-05;[1.99987e-05, 2e-05];1.99994e-05;[1.99987e-05, 2e-05];0;[0, 0];6.99883e-05;[6.99872e-05, 6.99894e-05];0.285753;[0.285745, 0.285761];0;0;[0, 0];2.99495e-05;[2.98953e-05, 3.00037e-05];2.99495e-05;[2.98953e-05, 3.00037e-05];0;[0, 0];1.00205e-08;[1.0004e-08, 1.0037e-08];2989.34;[2985.74, 2992.94];0;0;[0, 0];2.99866e-05;[2.99831e-05, 2.99901e-05];2.99866e-05;[2.99831e-05, 2.99901e-05];0;[0, 0];1e-05;[9.99956e-06, 1.00004e-05];2.99866;[2.99835, 2.99897];0;0;[0, 0];1.99927e-05;[1.99912e-05, 1.99941e-05];1.99927e-05;[1.99912e-05, 1.99941e-05];0;[0, 0];1.99982e-05;[1.99977e-05, 1.99988e-05];0.999721;[0.999657, 0.999784];0;99.9989;[99.9989, 99.9989];1.07957e-05;[1.07948e-05, 1.07966e-05];0;[0, 0];0;[0, 0];0.999315;[0.998775, 0.999856];0;[0, 0];56;[56, 56]
0.271147;0.00123961;[0.00110064, 0.00137859];0.0542286;[0.0542263, 0.0542309];0.0554682;[0.055327, 0.0556095];0.00653297;[0.00580047, 0.00726547];0.189765;[0.189761, 0.189768];0.292301;[0.291569, 0.293032];0;7.25779e-08;[6.41547e-08, 8.10012e-08];0.080824;[0.0806513, 0.0809968];0.0808241;[0.0806513, 0.0809969];0.00266774;[0.00235982, 0.00297567];2.71438e-05;[2.71052e-05, 2.71824e-05];2978.11;[2972.74, 2983.48];0;0.000187931;[0.000164779, 0.000211082];0.0812959;[0.0812879, 0.0813039];0.0814838;[0.0814526, 0.0815149];0.00693323;[0.00607859, 0.00778787];0.0271169;[0.0271159, 0.0271179];3.00491;[3.0039, 3.00592];0;0.00077794;[0.000737255, 0.000818625];0.0542117;[0.0542084, 0.0542149];0.0549896;[0.0549457, 0.0550335];0.0143463;[0.0135959, 0.0150966];0.0542266;[0.054225, 0.0542281];1.01407;[1.01329, 1.01485];0;97.0731;[97.0728, 97.0733];0.0292693;[0.0292668, 0.0292718];0.00220556;[0.00200281, 0.00240831];0.00813522;[0.00738725, 0.00888319];1.00602;[1.00497, 1.00706];0;[0, 0];56.175;[56.1553, 56.1947]
0.542195;0.00972454;[0.00949737, 0.00995171];0.108421;[0.108417, 0.108424];0.118145;[0.117915, 0.118376];0.0256263;[0.0250275, 0.0262251];0.379482;[0.379476, 0.379488];0.311333;[0.310735, 0.311932];0;1.20011e-06;[1.0655e-06, 1.33471e-06];0.163451;[0.162722, 0.164181];0.163453;[0.162723, 0.164182];0.021933;[0.019511, 0.0243549];5.41174e-05;[5.40569e-05, 5.41778e-05];3019.69;[3007.14, 3032.25];0;0.00139243;[0.00136003, 0.00142483];0.162616;[0.162603, 0.162629];0.164008;[0.163963, 0.164054];0.0256829;[0.0250852, 0.0262805];0.054217;[0.0542147, 0.0542192];3.02503;[3.0244, 3.02567];0;0.00580311;[0.00573575, 0.00587047];0.108461;[0.108452, 0.10847];0.114264;[0.114188, 0.11434];0.0535203;[0.0528998, 0.0541409];0.108424;[0.10842, 0.108428];1.05386;[1.05322, 1.0545];0;94.1425;[94.1415, 94.1434];0.0585754;[0.0585663, 0.0585846];0.0169213;[0.0165954, 0.0172472];0.0312098;[0.0306087, 0.0318109];1.03263;[1.03102, 1.03425];0;[0, 0];56;[56, 56]
0.813242;0.0378442;[0.0363242, 0.0393643];0.162618;[0.162612, 0.162624];0.200462;[0.198936, 0.201988];0.0664916;[0.0638212, 0.0691621];0.569155;[0.569145, 0.569165];0.35221;[0.349538, 0.354881];0;6.35731e-06;[5.75128e-06, 6.96335e-06];0.242486;[0.241919, 0.243052];0.242492;[0.241925, 0.243059];0.078697;[0.0710724, 0.0863216];8.14967e-05;[8.13918e-05, 8.16016e-05];2975.8;[2969.57, 2982.02];0;0.00549494;[0.0052641, 0.00572579];0.243927;[0.243905, 0.243948];0.249422;[0.249169, 0.249674];0.0675691;[0.0647303, 0.0704079];0.0813245;[0.0813213, 0.0813277];3.06699;[3.06413, 3.06986];0;0.0198216;[0.0193959, 0.0202474];0.16267;[0.162659, 0.162682];0.182492;[0.182055, 0.182929];0.121855;[0.11924, 0.124471];0.162658;[0.162653, 0.162663];1.12193;[1.11927, 1.12459];0;91.2174;[91.2166, 91.2183];0.0878255;[0.0878169, 0.0878341];0.0631672;[0.060991, 0.0653434];0.0776742;[0.0749987, 0.0803497];1.07581;[1.07297, 1.07864];0;[0, 0];56.025;[56.0169, 56.0331]
1.08429;0.107574;[0.10307, 0.112077];0.216829;[0.216822, 0.216836];0.324402;[0.319892, 0.328913];0.141755;[0.135821, 0.147688];0.758868;[0.758857, 0.758878];0.427482;[0.421547, 0.433416];0;1.69075e-05;[1.54274e-05, 1.83875e-05];0.328182;[0.327167, 0.329198];0.328199;[0.327182, 0.329217];0.154493;[0.141104, 0.167882];0.000108509;[0.00010837, 0.000108648];3024.87;[3015.97, 3033.76];0;0.0153041;[0.0146533, 0.0159549];0.325235;[0.325208, 0.325261];0.340539;[0.339861, 0.341216];0.141137;[0.135136, 0.147139];0.108431;[0.108426, 0.108436];3.14059;[3.13457, 3.14661];0;0.050546;[0.049216, 0.051876];0.216883;[0.216867, 0.216899];0.267429;[0.266083, 0.268775];0.233081;[0.22695, 0.239213];0.216849;[0.216841, 0.216858];1.23324;[1.22708, 1.2394];0;88.2856;[88.2842, 88.2869];0.117144;[0.117131, 0.117158];0.173441;[0.166958, 0.179923];0.15996;[0.153981, 0.165938];1.16261;[1.15649, 1.16873];0;[0, 0];56.35;[56.3253, 56.3747]
1.35534;0.178634;[0.176004, 0.181265];0.271012;[0.271003, 0.271022];0.449646;[0.447006, 0.452286];0.188325;[0.185552, 0.191099];0.948555;[0.948538, 0.948571];0.474036;[0.471265, 0.476807];0;2.7858e-05;[2.67501e-05, 2.8966e-05];0.402911;[0.402023, 0.403799];0.402939;[0.40205, 0.403828];0.205244;[0.197061, 0.213427];0.000135465;[0.000135293, 0.000135636];2974.15;[2969.32, 2978.99];0;0.0253708;[0.0250034, 0.0257382];0.406653;[0.406615, 0.406691];0.432024;[0.431619, 0.432429];0.187213;[0.184502, 0.189923];0.135518;[0.135512, 0.135524];3.18795;[3.18528, 3.19062];0;0.0861513;[0.085372, 0.0869306];0.27108;[0.271066, 0.271094];0.357231;[0.356438, 0.358024];0.317817;[0.314943, 0.320691];0.271069;[0.271061, 0.271078];1.31786;[1.31496, 1.32075];0;85.3654;[85.3642, 85.3666];0.146346;[0.146334, 0.146358];0.290184;[0.286409, 0.293959];0.214116;[0.21133, 0.216901];1.21144;[1.20864, 1.21425];0;[0, 0];57.525;[57.4991, 57.5509]
1.62638;0.379798;[0.371333, 0.388264];0.325235;[0.325222, 0.325248];0.705033;[0.696555, 0.713512];0.333691;[0.326251, 0.34113];1.13819;[1.13818, 1.13821];0.619437;[0.611999, 0.626875];0;5.281e-05;[5.0476e-05, 5.5144e-05];0.481782;[0.48072, 0.482843];0.481835;[0.480771, 0.482898];0.324895;[0.310542, 0.339248];0.000162823;[0.000162604, 0.000163042];2958.89;[2954.29, 2963.5];0;0.0544685;[0.0532573, 0.0556797];0.487769;[0.487713, 0.487824];0.542237;[0.54097, 0.543504];0.334966;[0.327512, 0.34242];0.162617;[0.16261, 0.162624];3.33446;[3.32695, 3.34197];0;0.164735;[0.1623, 0.16717];0.325291;[0.325272, 0.325311];0.490027;[0.487572, 0.492481];0.506369;[0.498879, 0.513859];0.325336;[0.325325, 0.325348];1.50623;[1.49871, 1.51375];0;82.4406;[82.4392, 82.4421];0.175594;[0.175579, 0.175608];0.599055;[0.586945, 0.611165];0.368361;[0.360912, 0.375809];1.36453;[1.357, 1.37206];0;[0, 0];57.025;[57.0169, 57.0331]
1.89743;0.687045;[0.668295, 0.705796];0.379456;[0.379444, 0.379469];1.0665;[1.04774, 1.08526];0.517373;[0.503251, 0.531495];1.32795;[1.32792, 1.32797];0.80312;[0.788995, 0.817244];0;0.000113794;[0.000108106, 0.000119483];0.566087;[0.564868, 0.567307];0.566201;[0.564976, 0.567426];0.598983;[0.568526, 0.62944];0.000191094;[0.000190841, 0.000191348];2962.95;[2957.88, 2968.01];0;0.0983283;[0.0957026, 0.100954];0.569016;[0.568969, 0.569063];0.667344;[0.664672, 0.670017];0.51836;[0.504509, 0.532211];0.189707;[0.1897, 0.189714];3.5178;[3.50397, 3.53164];0;0.279304;[0.27395, 0.284659];0.379512;[0.379489, 0.379535];0.658816;[0.653438, 0.664194];0.735911;[0.721805, 0.750018];0.379537;[0.379525, 0.379548];1.73585;[1.72172, 1.74998];0;79.5098;[79.5085, 79.5112];0.204902;[0.204888, 0.204915];1.06479;[1.03806, 1.09152];0.561194;[0.547103, 0.575285];1.55945;[1.54524, 1.57366];0;[0, 0];57;[57, 57]
2.16848;1.9654;[1.68693, 2.24386];0.433659;[0.433643, 0.433675];2.39905;[2.12057, 2.67754];1.29507;[1.11159, 1.47854];1.5176;[1.51757, 1.51762];1.58082;[1.39734, 1.7643];0;0.000333498;[0.000271951, 0.000395045];0.655472;[0.653906, 0.657038];0.655805;[0.654178, 0.657433];1.5302;[1.2473, 1.81311];0.000218557;[0.000218267, 0.000218847];3000.5;[2994.7, 3006.3];0;0.277023;[0.238117, 0.315929];0.650207;[0.650151, 0.650262];0.92723;[0.888268, 0.966192];1.27759;[1.09817, 1.45702];0.216808;[0.216801, 0.216816];4.27658;[4.0972, 4.45597];0;0.674187;[0.595965, 0.752409];0.433684;[0.433655, 0.433714];1.10787;[1.02962, 1.18612];1.55406;[1.37378, 1.73435];0.433784;[0.433772, 0.433795];2.55383;[2.37351, 2.73416];0;76.5764;[76.5746, 76.5783];0.234236;[0.234217, 0.234254];2.91694;[2.52129, 3.31259];1.34515;[1.16271, 1.5276];2.34728;[2.1648, 2.52976];0;[0, 0];57;[57, 57]
2.43953;2.27824;[2.16604, 2.39044];0.487818;[0.487799, 0.487837];2.76606;[2.65384, 2.87828];1.33435;[1.26863, 1.40007];1.70739;[1.70737, 1.70742];1.62006;[1.55434, 1.68578];0;0.000347994;[0.000333346, 0.000362641];0.725679;[0.724002, 0.727355];0.726027;[0.724335, 0.727718];1.43652;[1.37543, 1.49761];0.000243069;[0.000242786, 0.000243352];2986.61;[2981.07, 2992.14];0;0.326655;[0.310397, 0.342914];0.732006;[0.731948, 0.732063];1.05866;[1.04234, 1.07498];1.33869;[1.27214, 1.40524];0.243952;[0.243942, 0.243963];4.3393;[4.27276, 4.40584];0;0.81138;[0.778502, 0.844259];0.487979;[0.487949, 0.488008];1.29936;[1.26645, 1.33227];1.6628;[1.59551, 1.7301];0.48788;[0.487866, 0.487894];2.66301;[2.59568, 2.73033];0;73.6556;[73.6533, 73.6578];0.263444;[0.263422, 0.263467];3.41662;[3.25528, 3.57797];1.40048;[1.33437, 1.4666];2.39803;[2.33202, 2.46404];0;[0, 0];57;[57, 57]
