Arrival Rate;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T100 Queue;T100 Queue ConfInt;T100 Service;T100 Service ConfInt;T100 System;T100 System ConfInt;T100 Waiting;T100 Waiting ConfInt;T100 Throughput;T100 Throughput ConfInt;T100 RespTime;T100 RespTime ConfInt;T100 Stability Check;Wasted Servers;Wasted Servers ConfInt;Utilisation;Utilisation ConfInt;Queue Total;Queue Total ConfInt;WaitTime Total;WaitTime Total ConfInt;RespTime Total;RespTime Total ConfInt;FIFO Violations;FIFO Violations ConfInt;Run Duration;Run Duration ConfInt;Big Sequence Lenght;Big Sequence Lenght ConfInt;Big Sequence Amount;Big Sequence Amount ConfInt;Max Sequence Length;Max Sequence Length ConfInt;
1.94097;459344;[418768, 499920];0.758911;[0.758579, 0.759243];459344;[418768, 499920];605447;[552011, 658883];0.758684;[0.758402, 0.758967];605448;[552012, 658884];1;459236;[418675, 499797];1.55376;[1.55358, 1.55394];459238;[418676, 499799];605735;[552228, 659243];0.758248;[0.758053, 0.758442];605737;[552230, 659245];1;43.8655;[43.8478, 43.8832];0.780672;[0.780584, 0.780761];918580;[837442, 999717];605590;[552119, 659062];605592;[552120, 659064];0;[0, 0];1;[1, 1];2.80567;[2.80476, 2.80657];78166.6;[78141, 78192.2];20.4;[20.1574, 20.6426]
