Arrival Rate;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T100 Queue;T100 Queue ConfInt;T100 Service;T100 Service ConfInt;T100 System;T100 System ConfInt;T100 Waiting;T100 Waiting ConfInt;T100 Throughput;T100 Throughput ConfInt;T100 RespTime;T100 RespTime ConfInt;T100 Stability Check;Wasted Servers;Wasted Servers ConfInt;Utilisation;Utilisation ConfInt;Queue Total;Queue Total ConfInt;WaitTime Total;WaitTime Total ConfInt;RespTime Total;RespTime Total ConfInt;FIFO Violations;FIFO Violations ConfInt;Run Duration;Run Duration ConfInt;Big Sequence Lenght;Big Sequence Lenght ConfInt;Big Sequence Amount;Big Sequence Amount ConfInt;Max Sequence Length;Max Sequence Length ConfInt;
266.4;529690;[482939, 576441];100.287;[100.284, 100.29];529790;[483039, 576541];5286.67;[4819.56, 5753.77];100.207;[100.173, 100.241];5287.67;[4820.56, 5754.77];1;529388;[482689, 576088];0.500878;[0.500522, 0.501234];529389;[482689, 576088];5286.54;[4819.23, 5753.85];100.215;[100.158, 100.272];5286.54;[4819.23, 5753.86];1;49.6252;[49.5921, 49.6583];0.751874;[0.751709, 0.75204];1.05908e+06;[965627, 1.15253e+06];5286.59;[4819.39, 5753.8];5287.09;[4819.89, 5754.3];0;[0, 0];1;[1, 1];3.94682;[3.94289, 3.95076];54392.5;[54355.5, 54429.5];113.8;[111.478, 116.122]
