Arrival Rate;T1 Queue;T1 Queue ConfInt;T1 Service;T1 Service ConfInt;T1 System;T1 System ConfInt;T1 Waiting;T1 Waiting ConfInt;T1 Throughput;T1 Throughput ConfInt;T1 RespTime;T1 RespTime ConfInt;T1 Stability Check;T100 Queue;T100 Queue ConfInt;T100 Service;T100 Service ConfInt;T100 System;T100 System ConfInt;T100 Waiting;T100 Waiting ConfInt;T100 Throughput;T100 Throughput ConfInt;T100 RespTime;T100 RespTime ConfInt;T100 Stability Check;Wasted Servers;Wasted Servers ConfInt;Utilisation;Utilisation ConfInt;Queue Total;Queue Total ConfInt;WaitTime Total;WaitTime Total ConfInt;RespTime Total;RespTime Total ConfInt;FIFO Violations;FIFO Violations ConfInt;Run Duration;Run Duration ConfInt;Big Sequence Lenght;Big Sequence Lenght ConfInt;Big Sequence Amount;Big Sequence Amount ConfInt;Max Sequence Length;Max Sequence Length ConfInt;
136.705;508251;[463357, 553144];52.0311;[51.9924, 52.0698];508303;[463409, 553196];9779.15;[8914.95, 10643.4];51.9853;[51.9582, 52.0124];9780.15;[8915.95, 10644.4];1;508443;[463570, 553316];0.999985;[0.999983, 0.999987];508444;[463571, 553317];9773.69;[8910.53, 10636.8];52.027;[52.0128, 52.0413];9773.71;[8910.55, 10636.9];1;47.9704;[47.9317, 48.0091];0.760148;[0.759955, 0.760342];1.01669e+06;[926928, 1.10646e+06];9776.4;[8912.73, 10640.1];9776.91;[8913.24, 10640.6];0;[0, 0];1;[1, 1];nan;[nan, nan];2.6;[2.27, 2.93];88307.7;[79137.7, 97477.8]
