(1, 0.4689981207599566, 2.1409873469099194)
(2, 0.010666200684975912, 3.106702185711682)
(18, 0.004584538538589252, 0.4457132862310415)
(27, 0.0029405791768868502, 0.31099659656152046)
(9, 0.0023768500982983796, 0.5470902404688687)
(3, 0.001824283971761166, 12.102343780345203)
(5, 0.0014228470422255836, 11.618184870384368)
(40, 0.0013155109648096523, 1.3794496495169697)
(4, 0.0010145406037353813, 64.05097202037886)
(28, 0.0009415520710925482, 0.0966073795915248)
(38, 0.0005517074379178862, 0.21811895778670848)
(14, 0.00048644710284900003, 0.139611087640828)
(42, 0.00046884398615278734, 0.16284454785860503)
(10, 0.0003400406932536699, 86.27105520108734)
(6, 0.000300970361074271, 17.03883005514975)
(50, 0.0002125254332835437, 25.46456835583003)
(20, 0.0001464064095953301, 98.60385027798739)
(7, 0.00012579788273147134, 79.64336897163261)
(498, 9.574378105501059e-05, 0.4807384773220182)
(98, 6.354295783023125e-05, 0.3764618474083978)
(11, 4.808656268233716e-05, 2.5884924020086015)
(8, 4.6369185443682264e-05, 385.76513177377205)
(24, 3.0054101676460725e-05, 20.574291256495883)
(60, 2.8766068747469552e-05, 25.934993843534098)
(30, 2.6190002889487205e-05, 19.774441312571042)
(100, 2.4472625650832305e-05, 7.159567431399696)
(80, 1.674442807688526e-05, 15.237804559560923)
(120, 1.5456395147894087e-05, 0.04927775594923228)
(2998, 1.4597706528566639e-05, 0.325075486127068)
