(1, 0.8392993266737124, 31.846382374328137)
(2, 0.049979002091829525, 31.846382374328137)
(3, 0.006508356371322629, 31.846382374328137)
(4, 0.023577366842412194, 31.846382374328137)
(5, 0.0008797227878056887, 31.846382374328137)
(6, 0.0014569164721125885, 31.846382374328137)
(9, 8.558389112136791e-05, 31.846382374328137)
(10, 0.005690333598046299, 31.846382374328137)
(11, 3.3835491838680335e-05, 31.846382374328137)
(14, 3.980646098668275e-05, 31.846382374328137)
(15, 0.0003901033176694909, 31.846382374328137)
(16, 7.762259892403135e-05, 31.846382374328137)
(20, 0.0006926324211682798, 31.846382374328137)
(30, 0.0002348581198214282, 31.846382374328137)
(35, 0.00021893553542675511, 31.846382374328137)
(38, 5.771936843068999e-05, 31.846382374328137)
(50, 0.0007145259747109553, 31.846382374328137)
(98, 8.757421417070205e-05, 31.846382374328137)
(99, 0.0007583130817963064, 31.846382374328137)
(100, 0.0685885226031037, 31.846382374328137)
(120, 3.582581488801447e-05, 31.846382374328137)
(200, 7.96129219733655e-05, 31.846382374328137)
(256, 0.00013534196735472134, 31.846382374328137)
(500, 0.00021097424322941857, 31.846382374328137)
(795, 3.7816137937348614e-05, 31.846382374328137)
(2000, 0.00012937099820671893, 570.2348033171434)
