(1, 0.9396353658169432, 2.1409873469099194)
(2, 0.02136967919245442, 3.106702185711682)
(3, 0.0036549437221244947, 12.102343780345203)
(4, 0.00203262697467173, 64.05097202037886)
(5, 0.002850666861642875, 11.618184870384368)
(6, 0.0006029925980723161, 17.03883005514975)
(7, 0.00025203542258942744, 79.64336897163261)
(8, 9.290042880429406e-05, 385.76513177377205)
(9, 0.004762007165375666, 0.5470902404688687)
(10, 0.0006812698112314897, 86.27105520108734)
(11, 9.634118542667532e-05, 2.5884924020086015)
(14, 0.0009745943132894923, 0.139611087640828)
(18, 0.009185099803446778, 0.4457132862310415)
(20, 0.00029332450205800257, 98.60385027798739)
(24, 6.0213240891672076e-05, 20.574291256495883)
(27, 0.005891435526672315, 0.31099659656152046)
(28, 0.0018863948182205267, 0.0966073795915248)
(30, 5.2471538491314235e-05, 19.774441312571042)
(38, 0.0011053430649399804, 0.21811895778670848)
(40, 0.0026356195727440463, 1.3794496495169697)
(42, 0.0009393265579100844, 0.16284454785860503)
(50, 0.0004257936320196811, 25.46456835583003)
(60, 5.763267342488613e-05, 25.934993843534098)
(80, 3.3547377068217296e-05, 15.237804559560923)
(98, 0.00012730799502810668, 0.3764618474083978)
(100, 4.903078186893298e-05, 7.159567431399696)
(120, 3.0966809601431354e-05, 0.04927775594923228)
(498, 0.0001918221816977553, 0.4807384773220182)
(2998, 2.9246431290240725e-05, 0.325075486127068)
